ts,open_interest,oi_volume,datetime_utc
1783672200000,266548938.6852,1667770.0336,2026-07-10 08:30:00+00:00
1783672500000,267150213.5711,3688313.7465,2026-07-10 08:35:00+00:00
1783672800000,267245002.7245,2742877.6759,2026-07-10 08:40:00+00:00
1783673100000,267320098.6561,874564.3326,2026-07-10 08:45:00+00:00
1783673400000,266768559.2046,3814882.7369,2026-07-10 08:50:00+00:00
1783673700000,268357154.6966,4713848.9689,2026-07-10 08:55:00+00:00
1783674000000,269105258.5646,5692381.0281,2026-07-10 09:00:00+00:00
1783674300000,269064577.0893,4282688.7833,2026-07-10 09:05:00+00:00
1783674600000,268226710.2515,1912393.6661,2026-07-10 09:10:00+00:00
1783674900000,267714891.6124,3504872.3631,2026-07-10 09:15:00+00:00
1783675200000,267219660.6827,1766495.5766,2026-07-10 09:20:00+00:00
1783675500000,267319294.1496,696818.4682,2026-07-10 09:25:00+00:00
1783675800000,267524588.6975,1622148.7561,2026-07-10 09:30:00+00:00
1783676100000,264963102.5156,10132618.0272,2026-07-10 09:35:00+00:00
1783676400000,265165308.9612,1589586.1236,2026-07-10 09:40:00+00:00
1783676700000,265472381.258,1719155.9372,2026-07-10 09:45:00+00:00
1783677000000,265195123.7448,2003152.0982,2026-07-10 09:50:00+00:00
1783677300000,265170320.4923,786162.7145,2026-07-10 09:55:00+00:00
1783677600000,266461390.7079,3018161.0652,2026-07-10 10:00:00+00:00
1783677900000,266662931.4942,1934762.3296,2026-07-10 10:05:00+00:00
1783678200000,266619879.1006,469890.6867,2026-07-10 10:10:00+00:00
1783678500000,266483389.0222,833432.4502,2026-07-10 10:15:00+00:00
1783678800000,266326971.413,1138750.7175,2026-07-10 10:20:00+00:00
1783679100000,263960542.5459,9657831.5929,2026-07-10 10:25:00+00:00
1783679400000,263423738.9543,4384843.7229,2026-07-10 10:30:00+00:00
1783679700000,264746599.4624,5182931.4069,2026-07-10 10:35:00+00:00
1783680000000,264505252.2998,2479454.7298,2026-07-10 10:40:00+00:00
1783680300000,264840433.7495,1171993.749,2026-07-10 10:45:00+00:00
1783680600000,264393076.6124,1234310.4722,2026-07-10 10:50:00+00:00
1783680900000,265551795.8492,3265026.8339,2026-07-10 10:55:00+00:00
1783681200000,264687019.6827,2380989.2992,2026-07-10 11:00:00+00:00
1783681500000,263462935.9026,5671500.3709,2026-07-10 11:05:00+00:00
1783681800000,264739003.1889,8103567.805,2026-07-10 11:10:00+00:00
1783682100000,264875255.609,1254728.047,2026-07-10 11:15:00+00:00
1783682400000,264128332.5906,3083841.9093,2026-07-10 11:20:00+00:00
1783682700000,264245574.5466,862077.0083,2026-07-10 11:25:00+00:00
1783683000000,264262467.986,619438.9165,2026-07-10 11:30:00+00:00
1783683300000,263998247.6288,1704697.4718,2026-07-10 11:35:00+00:00
1783683600000,263651776.7115,1376375.141,2026-07-10 11:40:00+00:00
1783683900000,263390765.1492,1285026.841,2026-07-10 11:45:00+00:00
1783684200000,262970283.0035,2411445.9009,2026-07-10 11:50:00+00:00
1783684500000,263190138.8242,1139054.8674,2026-07-10 11:55:00+00:00
1783684800000,263196999.6635,595506.5848,2026-07-10 12:00:00+00:00
1783685100000,263097058.2869,1402884.3506,2026-07-10 12:05:00+00:00
1783685400000,263209196.3515,1176590.7478,2026-07-10 12:10:00+00:00
1783685700000,263459310.685,8050796.8482,2026-07-10 12:15:00+00:00
1783686000000,263154320.7233,1390496.3327,2026-07-10 12:20:00+00:00
1783686300000,263182051.4876,713776.3313,2026-07-10 12:25:00+00:00
1783686600000,262873483.1947,1258637.0289,2026-07-10 12:30:00+00:00
1783686900000,262952809.8038,1607292.917,2026-07-10 12:35:00+00:00
1783687200000,262276194.0677,3485565.5018,2026-07-10 12:40:00+00:00
1783687500000,261784276.5796,3731099.3745,2026-07-10 12:45:00+00:00
1783687800000,261582110.6867,1872231.4547,2026-07-10 12:50:00+00:00
1783688100000,261643335.227,2021413.928,2026-07-10 12:55:00+00:00
1783688400000,262093111.9237,3120759.9624,2026-07-10 13:00:00+00:00
1783688700000,262087727.724,1742481.4007,2026-07-10 13:05:00+00:00
1783689000000,262136715.9714,788098.3759,2026-07-10 13:10:00+00:00
1783689300000,262112394.6365,1110628.3703,2026-07-10 13:15:00+00:00
1783689600000,262153695.3544,1723933.9295,2026-07-10 13:20:00+00:00
1783689900000,262059291.9481,956544.766,2026-07-10 13:25:00+00:00
1783690200000,262059291.9481,2528510.9109,2026-07-10 13:30:00+00:00
1783690500000,261191463.8661,5320991.7804,2026-07-10 13:35:00+00:00
1783690800000,261454784.2161,2629219.987,2026-07-10 13:40:00+00:00
1783691100000,261364887.4561,3245307.9221,2026-07-10 13:45:00+00:00
1783691400000,261553002.1123,2991047.9583,2026-07-10 13:50:00+00:00
1783691700000,261066022.4144,4193440.6802,2026-07-10 13:55:00+00:00
1783692000000,260915822.1194,3560986.3809,2026-07-10 14:00:00+00:00
1783692300000,260194064.2756,6375315.1981,2026-07-10 14:05:00+00:00
1783692600000,259997141.8277,7886377.3572,2026-07-10 14:10:00+00:00
1783692900000,259865744.4865,8609103.5317,2026-07-10 14:15:00+00:00
1783693200000,262330279.9197,19584043.9748,2026-07-10 14:20:00+00:00
1783693500000,261624908.0989,15197186.652,2026-07-10 14:25:00+00:00
1783693800000,261707225.3965,6242541.6418,2026-07-10 14:30:00+00:00
1783694100000,261707225.3965,37851855.7735,2026-07-10 14:35:00+00:00
1783694400000,263456223.2131,9433123.321,2026-07-10 14:40:00+00:00
1783694700000,263154789.8672,5577294.165,2026-07-10 14:45:00+00:00
1783695000000,262791474.5217,19605450.6347,2026-07-10 14:50:00+00:00
1783695300000,262815094.2727,6080863.8881,2026-07-10 14:55:00+00:00
1783695600000,263438800.503,6607277.586,2026-07-10 15:00:00+00:00
1783695900000,263834100.1741,4321378.4357,2026-07-10 15:05:00+00:00
1783696200000,261813298.6922,6408117.71,2026-07-10 15:10:00+00:00
1783696500000,262001186.8301,1902861.5168,2026-07-10 15:15:00+00:00
1783696800000,263542373.5552,7730099.5508,2026-07-10 15:20:00+00:00
1783697100000,263202386.192,2578677.3901,2026-07-10 15:25:00+00:00
1783697400000,261962851.1593,5610405.0216,2026-07-10 15:30:00+00:00
1783697700000,261830439.6602,1994849.5513,2026-07-10 15:35:00+00:00
1783698000000,261787940.4434,766325.7145,2026-07-10 15:40:00+00:00
1783698300000,261330775.9321,2673712.9579,2026-07-10 15:45:00+00:00
1783698600000,261545888.5888,1924676.72,2026-07-10 15:50:00+00:00
1783698900000,261546089.1872,1035707.7861,2026-07-10 15:55:00+00:00
1783699200000,261546089.1872,1668688.64,2026-07-10 16:00:00+00:00
1783699500000,260765387.5824,3114079.608,2026-07-10 16:05:00+00:00
1783699800000,264369968.5133,7687816.2885,2026-07-10 16:10:00+00:00
1783700100000,265500703.7112,4569662.6456,2026-07-10 16:15:00+00:00
1783700400000,265214773.5731,2054443.0092,2026-07-10 16:20:00+00:00
1783700700000,265242620.0854,1257204.2683,2026-07-10 16:25:00+00:00
1783701000000,265428839.6028,1770090.3789,2026-07-10 16:30:00+00:00
1783701300000,265279515.6469,703641.8827,2026-07-10 16:35:00+00:00
1783701600000,264569747.585,3444242.2832,2026-07-10 16:40:00+00:00
1783701900000,264363103.1168,1615442.3245,2026-07-10 16:45:00+00:00
1783702200000,264479171.3359,1112811.3826,2026-07-10 16:50:00+00:00
