ts,best_bid,best_ask,mid,spread_pct,bid_usd,ask_usd,imbalance,microprice,bids_json,asks_json
1783785248800,1810.7,1810.71,1810.705,0.0005522710767348024,3087149.5005,10902624.5717,-0.5586562749952226,1810.7022695325647,"[[1810.7, 1187.02], [1810.69, 0.52], [1810.68, 4.64], [1810.67, 7.49], [1810.66, 0.04], [1810.65, 0.03], [1810.64, 0.05], [1810.63, 106.5], [1810.62, 398.65], [1810.61, 0.03]]","[[1810.71, 4043.22], [1810.72, 667.82], [1810.74, 120.03], [1810.75, 19.11], [1810.76, 8.42], [1810.77, 0.03], [1810.78, 41.8], [1810.79, 1.04], [1810.8, 406.4], [1810.81, 713.25]]"
1783785251500,1810.7,1810.71,1810.705,0.0005522710767348024,4802616.4615,4114842.1275,0.0771267202573157,1810.7071256426966,"[[1810.7, 2012.31], [1810.69, 0.53], [1810.68, 4.65], [1810.67, 7.49], [1810.66, 0.03], [1810.65, 19.11], [1810.64, 0.05], [1810.63, 202.01], [1810.62, 397.69], [1810.61, 8.51]]","[[1810.71, 811.73], [1810.72, 638.87], [1810.74, 120.03], [1810.75, 0.03], [1810.76, 0.03], [1810.77, 0.03], [1810.78, 0.08], [1810.79, 1.04], [1810.8, 406.4], [1810.81, 294.22]]"
1783785255250,1810.7,1810.71,1810.705,0.0005522710767348024,6441018.1808,1971665.2887,0.5312636459345632,1810.708803516713,"[[1810.7, 2528.37], [1810.69, 8.82], [1810.68, 4.65], [1810.67, 7.49], [1810.66, 8.32], [1810.65, 12.59], [1810.64, 185.11], [1810.63, 210.3], [1810.62, 415.17], [1810.61, 176.42]]","[[1810.71, 343.63], [1810.72, 608.22], [1810.74, 5.53], [1810.75, 0.04], [1810.76, 0.03], [1810.77, 0.03], [1810.78, 0.08], [1810.79, 0.03], [1810.8, 0.61], [1810.81, 130.68]]"
1783785258100,1810.71,1810.72,1810.7150000000001,0.0005522680267182248,8379437.6762999995,1529654.9690999999,0.6912623539128789,1810.7181974779992,"[[1810.71, 3193.18], [1810.7, 345.83], [1810.69, 0.52], [1810.68, 20.42], [1810.67, 0.03], [1810.66, 0.03], [1810.65, 19.67], [1810.64, 186.87], [1810.63, 222.07], [1810.62, 639.14]]","[[1810.72, 702.14], [1810.74, 5.53], [1810.75, 0.03], [1810.76, 0.04], [1810.77, 0.03], [1810.78, 0.08], [1810.79, 0.03], [1810.8, 0.05], [1810.81, 77.48], [1810.82, 59.36]]"
1783785260850,1810.71,1810.72,1810.7150000000001,0.0005522680267182248,9905709.575199999,1224843.4610000001,0.7799132788790585,1810.7183647059392,"[[1810.71, 3458.12], [1810.7, 346.29], [1810.69, 2.29], [1810.68, 20.42], [1810.67, 23.97], [1810.66, 362.7], [1810.65, 10.82], [1810.64, 567.03], [1810.63, 115.62], [1810.62, 563.43]]","[[1810.72, 676.06], [1810.74, 0.03], [1810.75, 0.04], [1810.76, 0.03], [1810.77, 0.03], [1810.78, 0.08], [1810.79, 0.03], [1810.8, 0.04], [1810.81, 0.04], [1810.82, 0.06]]"
1783785266550,1810.98,1810.99,1810.9850000000001,0.0005521856890029959,6238604.4183,2193197.0067999996,0.4797797300417358,1810.987729288456,"[[1810.98, 2464.53], [1810.97, 407.19], [1810.96, 0.01], [1810.95, 95.18], [1810.94, 0.03], [1810.93, 0.04], [1810.92, 224.89], [1810.91, 10.51], [1810.9, 240.29], [1810.89, 2.23]]","[[1810.99, 724.03], [1811.0, 304.95], [1811.01, 15.12], [1811.02, 12.15], [1811.03, 5.06], [1811.04, 0.06], [1811.05, 10.9], [1811.06, 0.07], [1811.07, 138.65], [1811.08, 0.05]]"
1783785272300,1811.1,1811.11,1811.105,0.0005521491023430948,4696317.236099999,2313997.5696,0.3398306256607713,1811.1073815958528,"[[1811.1, 1832.71], [1811.09, 182.3], [1811.07, 2.54], [1811.06, 205.86], [1811.05, 13.36], [1811.04, 0.04], [1811.03, 0.03], [1811.02, 0.04], [1811.01, 25.74], [1811.0, 330.48]]","[[1811.11, 650.1], [1811.12, 369.76], [1811.13, 95.04], [1811.14, 0.03], [1811.15, 109.42], [1811.16, 0.06], [1811.17, 0.12], [1811.18, 0.03], [1811.19, 0.04], [1811.2, 53.06]]"
1783785275050,1811.27,1811.28,1811.275,0.0005520972795401529,6632604.052800001,2739968.6644,0.4153219725099025,1811.2772675050753,"[[1811.27, 2666.92], [1811.25, 10.79], [1811.24, 7.13], [1811.23, 403.8], [1811.22, 0.03], [1811.21, 4.34], [1811.2, 127.38], [1811.19, 10.38], [1811.18, 225.51], [1811.17, 205.61]]","[[1811.28, 1002.73], [1811.29, 0.34], [1811.3, 10.79], [1811.31, 40.13], [1811.32, 117.73], [1811.33, 3.42], [1811.34, 295.24], [1811.35, 10.91], [1811.36, 31.36], [1811.37, 0.06]]"
1783785278000,1811.25,1811.26,1811.255,0.0005521033758355894,2288571.3638,5493087.2459,-0.41180370957234036,1811.2530976207854,"[[1811.25, 1014.35], [1811.24, 12.8], [1811.23, 0.04], [1811.22, 0.03], [1811.21, 0.04], [1811.2, 119.75], [1811.19, 0.04], [1811.18, 0.03], [1811.17, 114.35], [1811.16, 2.11]]","[[1811.26, 2260.26], [1811.27, 223.73], [1811.28, 0.04], [1811.29, 75.69], [1811.3, 10.83], [1811.31, 0.07], [1811.32, 0.03], [1811.33, 0.04], [1811.34, 371.41], [1811.35, 90.62]]"
1783785287750,1811.99,1812.0,1811.995,0.0005518779025323417,3849917.3995,1200348.9193,0.5246393581932066,1811.9974869280602,"[[1811.99, 1653.81], [1811.98, 13.02], [1811.97, 100.0], [1811.96, 252.7], [1811.95, 11.82], [1811.94, 3.05], [1811.93, 8.3], [1811.92, 0.04], [1811.91, 46.02], [1811.9, 35.94]]","[[1812.0, 555.12], [1812.01, 7.77], [1812.02, 12.12], [1812.03, 0.26], [1812.04, 0.08], [1812.05, 12.26], [1812.06, 0.04], [1812.07, 1.48], [1812.08, 0.87], [1812.09, 72.44]]"
1783785305500,1812.69,1812.7,1812.6950000000002,0.0005516647864086845,3653289.9346000003,1848971.8316000002,0.3279229850683944,1812.6983706037192,"[[1812.69, 1373.75], [1812.68, 0.01], [1812.66, 0.03], [1812.65, 10.82], [1812.64, 0.04], [1812.63, 0.04], [1812.62, 110.77], [1812.61, 0.05], [1812.6, 31.6], [1812.59, 488.32]]","[[1812.7, 267.41], [1812.71, 45.28], [1812.72, 0.02], [1812.73, 25.74], [1812.74, 9.04], [1812.75, 35.72], [1812.76, 13.24], [1812.77, 9.66], [1812.78, 600.63], [1812.79, 13.24]]"
