tradeId,ts,px,sz,side,datetime_utc
1561466073,1783784454585,78.18,0.01,sell,2026-07-11 15:40:54.585000+00:00
1561466077,1783784454585,78.18,2.36,sell,2026-07-11 15:40:54.585000+00:00
1561466076,1783784454585,78.18,4.37,sell,2026-07-11 15:40:54.585000+00:00
1561466075,1783784454585,78.18,0.11,sell,2026-07-11 15:40:54.585000+00:00
1561466074,1783784454585,78.18,0.65,sell,2026-07-11 15:40:54.585000+00:00
1561466078,1783784455764,78.18,20.0,sell,2026-07-11 15:40:55.764000+00:00
1561466079,1783784455996,78.18,3.75,sell,2026-07-11 15:40:55.996000+00:00
1561466080,1783784456030,78.18,16.12,sell,2026-07-11 15:40:56.030000+00:00
1561466081,1783784456162,78.18,1.0,sell,2026-07-11 15:40:56.162000+00:00
1561466082,1783784456337,78.19,2.67,buy,2026-07-11 15:40:56.337000+00:00
1561466083,1783784457084,78.18,4.84,sell,2026-07-11 15:40:57.084000+00:00
1561466084,1783784457146,78.19,0.02,buy,2026-07-11 15:40:57.146000+00:00
1561466085,1783784457238,78.18,0.08,sell,2026-07-11 15:40:57.238000+00:00
1561466086,1783784457515,78.18,3.86,sell,2026-07-11 15:40:57.515000+00:00
1561466087,1783784457544,78.18,0.02,sell,2026-07-11 15:40:57.544000+00:00
1561466088,1783784457546,78.18,38.36,sell,2026-07-11 15:40:57.546000+00:00
1561466089,1783784457881,78.19,2.0,buy,2026-07-11 15:40:57.881000+00:00
1561466090,1783784457934,78.18,0.02,sell,2026-07-11 15:40:57.934000+00:00
1561466091,1783784458272,78.19,9.61,buy,2026-07-11 15:40:58.272000+00:00
1561466102,1783784459200,78.19,0.02,buy,2026-07-11 15:40:59.200000+00:00
1561466103,1783784459200,78.19,0.11,buy,2026-07-11 15:40:59.200000+00:00
1561466095,1783784459200,78.19,0.02,buy,2026-07-11 15:40:59.200000+00:00
1561466097,1783784459200,78.19,0.01,buy,2026-07-11 15:40:59.200000+00:00
1561466093,1783784459200,78.19,0.03,buy,2026-07-11 15:40:59.200000+00:00
1561466092,1783784459200,78.19,0.07,buy,2026-07-11 15:40:59.200000+00:00
1561466094,1783784459200,78.19,0.01,buy,2026-07-11 15:40:59.200000+00:00
1561466109,1783784459200,78.19,0.1,buy,2026-07-11 15:40:59.200000+00:00
1561466104,1783784459200,78.19,0.02,buy,2026-07-11 15:40:59.200000+00:00
1561466099,1783784459200,78.19,0.55,buy,2026-07-11 15:40:59.200000+00:00
1561466096,1783784459200,78.19,0.01,buy,2026-07-11 15:40:59.200000+00:00
1561466106,1783784459200,78.19,0.06,buy,2026-07-11 15:40:59.200000+00:00
1561466112,1783784459200,78.19,0.04,buy,2026-07-11 15:40:59.200000+00:00
1561466111,1783784459200,78.19,0.02,buy,2026-07-11 15:40:59.200000+00:00
1561466107,1783784459200,78.19,22.41,buy,2026-07-11 15:40:59.200000+00:00
1561466108,1783784459200,78.19,2.17,buy,2026-07-11 15:40:59.200000+00:00
1561466110,1783784459200,78.19,0.02,buy,2026-07-11 15:40:59.200000+00:00
1561466101,1783784459200,78.19,0.04,buy,2026-07-11 15:40:59.200000+00:00
1561466100,1783784459200,78.19,26.43,buy,2026-07-11 15:40:59.200000+00:00
1561466105,1783784459200,78.19,0.43,buy,2026-07-11 15:40:59.200000+00:00
1561466098,1783784459200,78.19,0.01,buy,2026-07-11 15:40:59.200000+00:00
1561466113,1783784459216,78.19,5.54,sell,2026-07-11 15:40:59.216000+00:00
1561471226,1783784830184,78.02,0.01,sell,2026-07-11 15:47:10.184000+00:00
1561471225,1783784830184,78.02,3.65,sell,2026-07-11 15:47:10.184000+00:00
1561471224,1783784830184,78.02,0.01,sell,2026-07-11 15:47:10.184000+00:00
1561471223,1783784830184,78.02,191.64,sell,2026-07-11 15:47:10.184000+00:00
1561471235,1783784830184,78.02,0.01,sell,2026-07-11 15:47:10.184000+00:00
1561471236,1783784830184,78.02,185.44,sell,2026-07-11 15:47:10.184000+00:00
1561471237,1783784830184,78.02,35.0,sell,2026-07-11 15:47:10.184000+00:00
1561471238,1783784830184,78.02,36.95,sell,2026-07-11 15:47:10.184000+00:00
1561471230,1783784830184,78.02,24.0,sell,2026-07-11 15:47:10.184000+00:00
1561471229,1783784830184,78.02,24.0,sell,2026-07-11 15:47:10.184000+00:00
1561471228,1783784830184,78.02,3.0,sell,2026-07-11 15:47:10.184000+00:00
1561471227,1783784830184,78.02,0.02,sell,2026-07-11 15:47:10.184000+00:00
1561471231,1783784830184,78.02,2.1,sell,2026-07-11 15:47:10.184000+00:00
1561471232,1783784830184,78.02,2.5,sell,2026-07-11 15:47:10.184000+00:00
1561471233,1783784830184,78.02,0.53,sell,2026-07-11 15:47:10.184000+00:00
1561471234,1783784830184,78.02,8.0,sell,2026-07-11 15:47:10.184000+00:00
1561471244,1783784830185,78.03,1.82,buy,2026-07-11 15:47:10.185000+00:00
1561471243,1783784830185,78.03,13.03,buy,2026-07-11 15:47:10.185000+00:00
1561471239,1783784830185,78.03,7.43,buy,2026-07-11 15:47:10.185000+00:00
1561471240,1783784830185,78.03,6.5,buy,2026-07-11 15:47:10.185000+00:00
1561471248,1783784830185,78.03,13.43,sell,2026-07-11 15:47:10.185000+00:00
1561471247,1783784830185,78.03,91.39,sell,2026-07-11 15:47:10.185000+00:00
1561471245,1783784830185,78.03,0.07,buy,2026-07-11 15:47:10.185000+00:00
1561471246,1783784830185,78.03,75.51,sell,2026-07-11 15:47:10.185000+00:00
1561471241,1783784830185,78.03,31.94,buy,2026-07-11 15:47:10.185000+00:00
1561471242,1783784830185,78.03,64.08,buy,2026-07-11 15:47:10.185000+00:00
1561471249,1783784830186,78.03,0.02,sell,2026-07-11 15:47:10.186000+00:00
1561471252,1783784830191,78.04,0.44,buy,2026-07-11 15:47:10.191000+00:00
1561471250,1783784830191,78.03,0.12,sell,2026-07-11 15:47:10.191000+00:00
1561471251,1783784830191,78.04,0.07,buy,2026-07-11 15:47:10.191000+00:00
1561471253,1783784830191,78.04,0.02,buy,2026-07-11 15:47:10.191000+00:00
1561471254,1783784830195,78.04,0.01,sell,2026-07-11 15:47:10.195000+00:00
1561471255,1783784830203,78.04,0.01,sell,2026-07-11 15:47:10.203000+00:00
1561471256,1783784830209,78.04,0.47,sell,2026-07-11 15:47:10.209000+00:00
1561471257,1783784830301,78.05,0.1,buy,2026-07-11 15:47:10.301000+00:00
1561471262,1783784830303,78.05,2.65,buy,2026-07-11 15:47:10.303000+00:00
1561471258,1783784830303,78.05,3.08,buy,2026-07-11 15:47:10.303000+00:00
